oxide,g_pbx (eV/atom),r_s (AA),r_val (AA),e_H (eV),e_L (eV),AN,EA (eV),IP (eV),r_cov (AA),EN (Pauling),N_val,N_unf,CE (eV),max_OS,stdev_OS
Pt3O4,0.1773140459905643,0.8974,0.5505500000000001,-8.81307500581288,-0.3774600002489625,43.0,1.7456766,11.621244285714289,0.96,2.942857142857143,13.714285714285714,2.0,-5.421979548991658,6,4.09878030638384
RbO2,0.9845449666430404,1.37615,1.36125,-7.393835004876785,1.051845000693771,22.5,1.13604227,10.471079366666666,1.1733333333333331,2.566666666666667,4.333333333333333,1.6666666666666667,-0.75902171425696,0,0.0
RbO3,0.7218353157290611,1.37615,1.36125,-7.393835004876785,1.051845000693771,22.5,1.2173080275,11.257823275,1.045,2.785,4.75,1.75,-0.75902171425696,0,0.0
RuO4,0.2694831418283795,0.9478,0.53415,-8.646220005702828,0.3168500002089869,26.0,1.3781607400000002,12.366544,0.8200000000000001,3.192,6.4,2.4,-7.278844184504123,0,0.0
RhO2,-0.1644975025232654,0.97975,0.5196000000000001,-8.588045005664457,0.2925900001929853,26.5,1.3550342,11.565003333333332,0.9133333333333332,3.053333333333333,7.0,2.333333333333333,-6.050803943013307,4,4.242640687119285
RbO,0.6307881781968467,1.37615,1.36125,-7.393835004876785,1.051845000693771,22.5,0.973510755,8.89759155,1.43,2.13,3.5,1.5,-0.75902171425696,0,0.0
Rb2O3,1.086250615402489,1.37615,1.36125,-7.393835004876785,1.051845000693771,22.5,1.071029664,9.84168424,1.276,2.3920000000000003,4.0,1.6,-0.75902171425696,0,0.0
ReO2,0.7001781136761726,0.9017000000000004,0.58815,-8.68429500572794,0.5562850003669122,41.5,0.99420241,11.689876666666668,0.9433333333333334,2.9266666666666663,11.0,3.0,-6.901093609456439,4,4.242640687119285
Rb2O,2.150130762543934,1.37615,1.36125,-7.393835004876785,1.051845000693771,22.5,0.81097924,7.324103733333333,1.6866666666666663,1.6933333333333334,2.6666666666666665,1.3333333333333333,-0.75902171425696,1,2.1213203435596424
RuO2,-0.2662150500406465,0.9478,0.53415,-8.646220005702828,0.3168500002089869,26.0,1.3228643666666666,11.532203333333332,0.9266666666666667,3.026666666666667,6.666666666666667,2.6666666666666665,-7.278844184504123,4,4.242640687119285
Rb9O2,3.1979382517153225,1.37615,1.36125,-7.393835004876785,1.051845000693771,22.5,0.6632233172727273,5.893660263636363,1.92,1.2963636363636364,1.9090909090909087,1.181818181818182,-0.75902171425696,0,0.0
ReO3,0.1240152667415793,0.9017000000000004,0.58815,-8.68429500572794,0.5562850003669122,41.5,1.1109281325,12.17192125,0.8725,3.055,9.75,2.75,-6.901093609456439,6,5.656854249492381
O2Si,0.0982655019089531,0.70325,0.7837,-11.350665007486612,0.4151550002738262,11.0,1.43724396,11.79593,0.81,2.9266666666666663,5.333333333333333,2.6666666666666665,-5.030187812500117,4,4.242640687119285
SnO,1.268864991903328,0.7661500000000001,0.8929000000000002,-11.302530007454862,0.4426500002919611,29.0,1.28658775,10.4809865,1.025,2.7,10.0,3.0,-3.573958554508863,2,2.8284271247461903
SrO2,0.8978440607563641,1.213,1.1981000000000002,-7.999040005275964,1.2204800008049983,23.0,0.9914255333333332,10.976992483333332,1.09,2.61,4.666666666666667,1.3333333333333333,-1.525863110340045,0,0.0
Sc2O3,0.2127085121643737,1.0489500000000005,0.5079,-8.239480005434551,0.8522200005621035,14.5,0.95194318,10.795429,1.076,2.608,4.8,4.8,-4.79012571649946,3,3.5355339059327378
SrO,1.4554251958074704,1.213,1.1981000000000002,-7.999040005275964,1.2204800008049983,23.0,0.75658565,9.656461225,1.305,2.195,4.0,1.0,-1.525863110340045,2,2.8284271247461903
O2Sb,0.0645271560993356,0.7342000000000001,0.8306000000000001,-9.191660006062586,0.1355100000893789,29.5,1.32320393,11.948166333333331,0.9033333333333332,2.9766666666666666,9.0,2.333333333333333,-2.6187420655041933,0,0.0
O5Sb2,-0.0553089909422877,0.7342000000000001,0.8306000000000001,-9.191660006062586,0.1355100000893789,29.5,1.3429041257142855,12.186721857142858,0.8685714285714287,3.0428571428571423,8.571428571428571,2.2857142857142856,-2.6187420655041933,5,4.949747468305833
O3Sb2,0.3889284975270929,0.7342000000000001,0.8306000000000001,-9.191660006062586,0.1355100000893789,29.5,1.295623656,11.6141886,0.952,2.884,9.6,2.4,-2.6187420655041933,3,3.5355339059327378
O2Se,1.3919912145691689,0.62985,0.6898500000000001,-10.167065006705938,4.419620002915071,21.0,1.647605104,12.329500666666666,0.84,3.143333333333333,9.333333333333334,2.0,-3.039694480132312,4,4.242640687119285
SnO2,-0.6515681531200029,0.7661500000000001,0.8929000000000002,-11.302530007454862,0.4426500002919611,29.0,1.3447602666666667,11.526676,0.9033333333333332,2.9466666666666668,8.666666666666666,2.6666666666666665,-3.573958554508863,4,4.242640687119285
TiO2,-0.1826530823069643,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.9992518666666668,11.354743333333332,0.9733333333333332,2.806666666666666,5.333333333333333,4.0,-6.285005099334133,4,4.242640687119285
O2Te,0.0067598692530144,0.70575,0.7863500000000001,-9.7535600064332,4.220000002783406,30.0,1.6310287666666667,12.081972666666667,0.9,2.9933333333333336,9.333333333333334,2.0,-2.711399001379808,4,4.242640687119285
Ti3O5,0.5252029951706411,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.9415201875,11.071829375,1.0125,2.7275,5.25,4.25,-6.285005099334133,4,3.62994085189212
O3Te,0.0371401993003441,0.70575,0.7863500000000001,-9.7535600064332,4.220000002783406,30.0,1.5885479,12.46599325,0.84,3.105,8.5,2.0,-2.711399001379808,6,5.656854249492381
Ti2O3,0.8239980531520305,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.90688118,10.902081,1.036,2.68,5.2,4.4,-6.285005099334133,4,3.3806170189140663
Ta2O5,-2.925016536045288,0.9592500000000004,0.63195,-8.639790005698586,0.8254800005444664,40.5,1.1359666428571429,11.88420242857143,0.9571428571428572,2.8857142857142857,9.714285714285714,3.4285714285714284,-9.113745319016743,5,4.949747468305833
O5Te2,0.0024947441348804,0.70575,0.7863500000000001,-9.7535600064332,4.220000002783406,30.0,1.6067539857142856,12.301413,0.8657142857142857,3.057142857142857,8.857142857142858,2.0,-2.711399001379808,6,4.786344211304794
Ti6O,7.386963272244742,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.2734821857142857,7.798110714285714,1.465714285714286,1.811428571428572,4.285714285714286,7.142857142857143,-6.285005099334133,0,0.0
TiO,2.181008531777852,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.76832515,10.223087500000002,1.13,2.49,5.0,5.0,-6.285005099334133,2,2.8284271247461903
Ti2O,4.500693843822972,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.5373984333333334,9.091431666666669,1.2866666666666666,2.1733333333333333,4.666666666666667,6.0,-6.285005099334133,0,0.0
Ti3O,5.73200893227206,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.421935075,8.52560375,1.365,2.015,4.5,6.5,-6.285005099334133,0,0.0
VO,1.7670036383673635,0.98915,0.45535,-8.309500005480736,1.0873750007172056,15.5,0.99438365,10.182121,1.095,2.535,5.5,4.5,-3.7311809740022,2,2.8284271247461903
V2O5,-0.093398478815827,0.98915,0.45535,-8.309500005480736,1.0873750007172056,15.5,1.1944072142857145,11.654664142857143,0.9085714285714286,2.922857142857143,5.714285714285714,3.4285714285714284,-3.7311809740022,5,4.949747468305833
WO3,-0.1801678705220104,0.943,0.6131,-8.553335005641562,0.7069200004662671,41.0,1.299895975,12.17954875,0.9,3.17,9.5,3.0,-7.844600567012094,6,5.656854249492381
WO2,0.8867326653487358,0.943,0.6131,-8.553335005641562,0.7069200004662671,41.0,1.2461595333333333,11.700046666666667,0.98,3.08,10.666666666666666,3.333333333333333,-7.844600567012094,4,4.242640687119285
Y2O3,0.6460490025861401,1.12105,0.69365,-8.133185005364442,0.9843950006492828,23.5,0.99951118,10.657737,1.156,2.552,4.8,4.8,-4.820729825335245,3,3.5355339059327378
ZrO2,0.0536741209789647,1.0832000000000002,0.6503000000000001,-8.369330005520197,0.8822650005819203,24.0,1.1184998666666666,11.290078666666666,1.0233333333333332,2.736666666666667,5.333333333333333,4.0,-7.330832619496505,4,4.242640687119285
ZnO,0.5603582513865397,0.78545,0.77055,-9.357195006171768,1.4617100009641075,19.0,0.42055265,11.506126,0.94,2.545,9.0,1.0,-1.1408007689969963,2,2.8284271247461903
Zr3O,6.8082847569665645,1.0832000000000002,0.6503000000000001,-8.369330005520197,0.8822650005819203,24.0,0.6902430749999999,8.38010825,1.4775,1.8575,4.5,6.5,-7.330832619496505,0,0.0
Ag2O3,0.5832753577934927,0.8954,0.8805,-8.650780005705835,0.0414150000273167,27.5,1.3984523800000002,11.2013266,0.976,2.836,8.0,1.6,-2.452994347006704,3,3.5355339059327378
Ag3O,0.5604235081368428,0.8954,0.8805,-8.650780005705835,0.0414150000273167,27.5,1.343631075,9.08668925,1.2525,2.3075,9.75,1.25,-2.452994347006704,0,0.0
AsO2,0.391185373314276,0.65915,0.7351500000000001,-9.480955006253398,0.1400850000923965,20.5,1.2423435333333332,12.341553333333334,0.8366666666666668,3.02,9.0,2.333333333333333,-2.831321049503458,0,0.0
Ba2V2O7,0.1066721559751212,1.3948166666666666,1.03895,-6.659093337725502,0.2799366668513062,29.0,1.0520284636363637,10.840189836363637,1.089090909090909,2.647272727272727,5.090909090909091,2.5454545454545454,-5.447436728001776,5,3.8446391248074248
BaO10,0.7550371927158944,1.33215,1.31725,-7.823600005160248,1.003335000661775,32.0,1.3414253636363636,12.853837690909092,0.7954545454545455,3.208181818181818,5.636363636363637,1.818181818181818,-1.716255753999576,0,0.0
Ba3VO5,0.906332615935571,1.3948166666666666,1.03895,-6.659093337725502,0.2799366668513062,29.0,0.9185629444444444,10.05238397777778,1.2533333333333334,2.388888888888889,4.555555555555555,1.8888888888888888,-5.447436728001776,4,3.064523510731495
Ba2VO4,0.6874499702212885,1.3948166666666666,1.03895,-6.659093337725502,0.2799366668513062,29.0,0.9516193142857144,10.234533742857142,1.21,2.452857142857144,4.714285714285714,2.142857142857143,-5.447436728001776,4,3.1622776601683795
BaMoO3,0.764699027965874,1.401716666666667,1.1208166666666666,-6.826276671169107,0.2867200001891136,35.333333333333336,1.05505438,10.63165192,1.134,2.6740000000000004,5.2,2.4,-7.050935890001711,4,3.3806170189140663
BaV3O8,0.0481370697619398,1.3948166666666666,1.03895,-6.659093337725502,0.2799366668513062,29.0,1.1180378666666666,11.199555466666666,1.0016666666666667,2.775,5.416666666666667,3.083333333333333,-5.447436728001776,5,4.06700633642739
CaV2O6,0.0712547077920873,1.26215,0.9062833333333332,-6.853693337853855,0.4132266669392209,17.0,1.0940563111111112,11.257095496666668,0.9755555555555556,2.7666666666666666,5.333333333333333,2.888888888888889,-5.517540004500916,5,4.189272013130682
CrO,1.1821928076200214,0.9553,0.43585,-8.478575005592253,1.15207500075988,16.0,1.06847325,10.1922825,1.025,2.55,6.0,4.0,-1.9754934960001265,2,2.8284271247461903
CaMo2O4,1.2212692785062096,1.26905,0.98815,-7.020876671297459,0.4200100002770284,23.33333333333333,1.051947457142857,10.68146221,1.0685714285714287,2.725714285714285,5.428571428571429,2.857142857142857,-7.121039166500851,3,3.082207001484488
Cs2Mo5O16,0.0305377166118665,1.5055166666666668,1.224616666666667,-6.470203337600915,0.323050000213076,35.0,1.219895447826087,11.353862671950434,1.0060869565217392,2.931304347826087,5.565217391304348,2.782608695652174,-6.034883366799352,6,4.815446458031065
CrZnO4,0.3308773985244981,1.0077833333333333,0.6614833333333333,-7.794206671807527,0.6286533337479775,20.666666666666668,0.9833770666666668,11.7721545,0.875,2.845,7.0,2.333333333333333,-3.116294264997123,6,4.320493798938573
Cu2O3,0.5870958494022351,0.8315500000000001,0.8166500000000001,-8.815810005814685,0.0020700000013655,18.5,1.37097678,11.261385,0.924,2.8240000000000003,8.0,1.6,-3.1606502490030834,3,3.5355339059327378
Ca8V6O23,0.3856042827155524,1.26215,0.9062833333333332,-6.853693337853855,0.4132266669392209,17.0,0.9991297810810812,10.881017047567568,1.038918918918919,2.618918918918919,4.972972972972973,2.3783783783783785,-5.517540004500916,5,3.7013511046643495
CaVO3,0.4961523470803949,1.26215,0.9062833333333332,-6.853693337853855,0.4132266669392209,17.0,0.98710578,10.742701494,1.054,2.59,5.0,2.6,-5.517540004500916,4,3.3806170189140663
Cs2Mo4O13,0.0394721118679928,1.5055166666666668,1.224616666666667,-6.470203337600915,0.323050000213076,35.0,1.2066815473684211,11.220644550255791,1.0326315789473683,2.891578947368421,5.473684210526316,2.736842105263158,-6.034883366799352,6,4.676760954256248
CaV2O4,0.7857959728902991,1.26215,0.9062833333333332,-6.853693337853855,0.4132266669392209,17.0,0.9891851714285717,10.582535638571429,1.0657142857142856,2.5742857142857143,5.142857142857143,3.142857142857143,-5.517540004500916,3,3.082207001484488
Cr2Na2O7,0.304476937062926,1.2189166666666666,0.8726166666666667,-6.715706671096176,0.473656666979079,14.333333333333334,1.1522974545454543,10.830687174545456,0.9745454545454546,2.66,5.090909090909091,2.5454545454545454,-3.0419359124998664,6,4.187033556111056
CoO2,0.4675297441461589,0.85505,0.3917,-8.95409000590589,1.638670001080826,17.5,1.1948252,11.705706666666666,0.86,2.92,7.0,2.333333333333333,-6.536379472498084,4,4.242640687119285
CaV2O5,0.3303441675225086,1.26215,0.9062833333333332,-6.853693337853855,0.4132266669392209,17.0,1.0481751875,10.961975558750002,1.015,2.6825,5.25,3.0,-5.517540004500916,5,3.590109871423002
Ca3Fe2O7,0.5569816493937741,1.1749833333333335,0.87055,-7.147290004714172,0.508223333668545,18.0,0.883988565,10.789232300833334,1.045,2.5616666666666665,5.333333333333333,1.8333333333333333,-6.875818973494461,0,0.0
Ca2V3O8,0.2958691471598907,1.26215,0.9062833333333332,-6.853693337853855,0.4132266669392209,17.0,1.0246869538461538,10.87763938,1.03,2.6469230769230765,5.153846153846154,2.8461538461538463,-5.517540004500916,5,3.567795771434608
CaV3O7,0.1558071103611966,1.26215,0.9062833333333332,-6.853693337853855,0.4132266669392209,17.0,1.075934009090909,11.061645588181818,0.9972727272727272,2.7245454545454546,5.363636363636363,3.1818181818181817,-5.517540004500916,5,3.7859388972001824
Cr6O11,0.2574917503933668,0.9553,0.43585,-8.478575005592253,1.15207500075988,16.0,1.1839532647058826,11.199862647058824,0.9176470588235296,2.8117647058823527,6.0,3.411764705882353,-1.9754934960001265,6,3.867815921162743
Ca10V6O25,0.3004768808221453,1.26215,0.9062833333333332,-6.853693337853855,0.4132266669392209,17.0,0.9741247439024392,10.781952480487805,1.055609756097561,2.58,4.878048780487805,2.2439024390243905,-5.517540004500916,5,3.594984428822781
Cs2MoO4,0.2742129991205903,1.5055166666666668,1.224616666666667,-6.470203337600915,0.323050000213076,35.0,1.076430242857143,9.907494493551429,1.2942857142857145,2.5,4.571428571428571,2.2857142857142856,-6.034883366799352,6,3.6742346141747673
CrK4O4,0.99152236120564,1.36475,1.01845,-6.526253337637885,0.3843600002535144,17.0,0.9473443244444444,8.733487213333333,1.35,2.077777777777777,3.7777777777777777,2.0,-2.8051437711998006,4,2.598076211353316
Cu4O3,0.7713112740298139,0.8315500000000001,0.8166500000000001,-8.815810005814685,0.0020700000013655,18.5,1.3323502714285715,10.251383571428573,1.0371428571428571,2.56,8.857142857142858,1.4285714285714286,-3.1606502490030834,2,2.19374109684803
CrNa3O4,0.6442277425031875,1.2189166666666666,0.8726166666666667,-6.715706671096176,0.473656666979079,14.333333333333334,1.02050514375,9.58199511,1.12625,2.27625,4.125,2.125,-3.0419359124998664,5,3.0435436410107286
FeLi3O4,0.5409550705144271,1.1110166666666668,0.8065833333333333,-6.970756671264401,0.5229466670115895,12.333333333333334,0.98147565,9.818729136,0.975,2.31625,4.375,1.875,-6.663708218329096,0,0.0
Fe5ZnO8,0.1108967820261504,0.9431833333333334,0.6387499999999999,-7.975086671926832,0.6805166671155187,21.33333333333333,0.8453588642857144,11.275069821428572,0.9357142857142856,2.737142857142857,7.142857142857143,2.571428571428572,-6.230260711992742,3,3.055050463303893
FeLi2O2,0.8180930949266001,1.1110166666666668,0.8065833333333333,-6.970756671264401,0.5229466670115895,12.333333333333334,0.8623090760000001,9.1844016184,1.04,2.134,4.4,2.0,-6.663708218329096,2,2.091650066335189
Fe2O3,0.2397980900847061,0.8584000000000003,0.40175,-8.749895005771208,1.2298700008111918,17.0,0.937957716,11.33182024,0.924,2.7960000000000003,6.8,2.8,-5.089459942995745,3,3.5355339059327378
Fe3Na7O8,0.6946015580886503,1.1543166666666669,0.8498833333333334,-6.896586671215481,0.5255200003466202,15.0,0.8880019538888888,9.368076834444445,1.1588888888888889,2.1955555555555555,4.388888888888889,1.9444444444444444,-6.155902359495485,3,2.4251161041921026
FeNa2O3,0.5523206276086833,1.1543166666666669,0.8498833333333334,-6.896586671215481,0.5255200003466202,15.0,0.9387341233333332,9.83913117,1.1033333333333333,2.3350000000000004,4.666666666666667,2.0,-6.155902359495485,0,0.0
FeNaO2,0.3203550454538627,1.1543166666666669,0.8498833333333334,-6.896586671215481,0.5255200003466202,15.0,0.9058432975,10.069413765,1.075,2.41,5.25,2.25,-6.155902359495485,3,2.683281572999748
FeTiO3,0.2617001409168752,1.1055833333333336,0.4488833333333333,-7.284936671471627,0.3719866669120201,18.666666666666668,0.922419448,11.11695062,0.98,2.7380000000000004,6.0,3.6,-11.374465042329875,4,3.3806170189140663
FeNa4O5,0.822669788321517,1.1543166666666669,0.8498833333333334,-6.896586671215481,0.5255200003466202,15.0,0.965046784,9.654905094,1.126,2.275,4.2,1.8,-6.155902359495485,0,0.0
FeNa3O4,0.6938202073159229,1.1543166666666669,0.8498833333333334,-6.896586671215481,0.5255200003466202,15.0,0.95517953625,9.7239898725,1.1175,2.2975,4.375,1.875,-6.155902359495485,0,0.0
FeNa8O6,1.1682524817571351,1.1543166666666669,0.8498833333333334,-6.896586671215481,0.5255200003466202,15.0,0.8868852093333334,8.714894252,1.2373333333333334,1.994,3.466666666666667,1.6,-6.155902359495485,0,0.0
Fe3O4,0.1177141237381864,0.8584000000000003,0.40175,-8.749895005771208,1.2298700008111918,17.0,0.9005900314285715,11.168517757142856,0.942857142857143,2.75,6.857142857142857,2.857142857142857,-5.089459942995745,3,3.082207001484488
IrO3,0.4586425006766106,0.8788000000000001,0.5606,-9.355325006170537,-0.3706950002445002,42.5,1.48691935,12.45529625,0.8475,3.13,10.25,2.25,-8.288537052983884,0,0.0
LiO8,0.3776058203177569,1.0372,1.0223,-7.850700005178123,1.225355000808214,5.5,1.3674324022222222,12.70401722177778,0.7288888888888889,3.1666666666666665,5.444444444444445,1.8888888888888888,-1.5742482753333509,0,0.0
Mo6NaO17,0.0906797499387427,1.2483833333333336,0.9674833333333334,-6.770173337798769,0.4373066669551035,20.33333333333333,1.2446123479166669,11.633357998333333,0.9216666666666667,3.015416666666667,5.791666666666667,2.958333333333333,-6.401122552501875,6,4.880100881681097
MoSrO3,0.7614903152338538,1.3222833333333337,1.041383333333333,-6.943236671246249,0.4314833336179293,29.33333333333333,1.0365423800000002,10.72829249,1.094,2.686,5.2,2.4,-6.86054324634218,4,3.3806170189140663
MgV3O8,0.1115007613062379,1.1103833333333333,0.7545166666666668,-7.220416671429071,0.4681100003087539,14.333333333333334,1.0709857,11.402436416666667,0.94,2.81,5.416666666666667,3.083333333333333,-5.23067943933529,5,4.06700633642739
MoNa3O4,0.6293257189423456,1.2483833333333336,0.9674833333333334,-6.770173337798769,0.4373066669551035,20.33333333333333,1.02944124375,9.62273511,1.145,2.33875,4.125,2.125,-6.401122552501875,5,3.0435436410107286
MgV2O6,0.1453359985164459,1.1103833333333333,0.7545166666666668,-7.220416671429071,0.4681100003087539,14.333333333333334,1.0446617555555555,11.427437777777778,0.9366666666666668,2.801111111111111,5.333333333333333,2.888888888888889,-5.23067943933529,5,4.189272013130682
Mn5O8,0.0576755752004576,0.8883500000000001,0.4146499999999999,-8.47896500559251,0.969965000639765,16.5,0.699141723076923,11.239586923076924,0.9407692307692308,2.713076923076923,6.384615384615385,3.1538461538461537,-1.6168199056189445,7,3.7558465062783655
MoSr2O4,0.9620646744163448,1.3222833333333337,1.041383333333333,-6.943236671246249,0.4314833336179293,29.33333333333333,0.9565547428571428,10.422054985714286,1.1542857142857144,2.545714285714286,4.857142857142857,2.0,-6.86054324634218,4,3.1622776601683795
MgV4O10,0.1342236403807951,1.1103833333333333,0.7545166666666668,-7.220416671429071,0.4681100003087539,14.333333333333334,1.0867800666666667,11.3874356,0.942,2.815333333333333,5.466666666666667,3.2,-5.23067943933529,5,4.103913408340616
MoNaO2,1.1710889731701228,1.2483833333333336,0.9674833333333334,-6.770173337798769,0.4373066669551035,20.33333333333333,1.0543667125,9.86690424,1.13,2.4925,4.75,2.75,-6.401122552501875,3,2.683281572999748
Mo2Na2O7,0.0639241066066122,1.2483833333333336,0.9674833333333334,-6.770173337798769,0.4373066669551035,20.33333333333333,1.1652954181818185,10.889945356363636,1.001818181818182,2.7509090909090905,5.090909090909091,2.5454545454545454,-6.401122552501875,6,4.187033556111056
NaV2O5,0.1016248610289957,1.2414833333333333,0.8856166666666666,-6.602990004355166,0.430523333617296,14.0,1.11359709375,10.840215745,1.0025,2.67375,5.125,3.125,-4.79762339050194,5,3.711842908553348
NaVO3,0.0899758205931716,1.2414833333333333,0.8856166666666666,-6.602990004355166,0.430523333617296,14.0,1.09178083,10.547885792,1.034,2.576,4.8,2.8,-4.79762339050194,5,3.683941988065037
Ni15Ti4O24,0.0618074020288958,1.1373833333333334,0.4373166666666666,-6.843610004513873,1.2350033341479107,19.33333333333333,1.2261889581395349,10.901022558139536,0.9497674418604652,2.7295348837209303,7.209302325581396,2.558139534883721,-10.821045858331974,4,3.067787599348589
NaVO2,0.729387312428029,1.2414833333333333,0.8856166666666666,-6.602990004355166,0.430523333617296,14.0,0.9994497125,9.78034349,1.1275,2.36,4.5,3.0,-4.79762339050194,3,2.683281572999748
Nb12O29,0.0705720855360579,1.0344,0.609,-8.49000500559979,0.9991800006590346,24.5,1.3019740902439023,11.610482804878048,0.946829268292683,2.9014634146341467,5.7073170731707314,3.463414634146341,-6.270872641995084,5,4.779249483626163
NaV2O4,0.3853222836482571,1.2414833333333333,0.8856166666666666,-6.602990004355166,0.430523333617296,14.0,1.0639530642857142,10.443381565714285,1.0514285714285714,2.564285714285714,5.0,3.2857142857142856,-4.79762339050194,5,3.276176633414831
NaV3O8,0.0203603054551724,1.2414833333333333,0.8856166666666666,-6.602990004355166,0.430523333617296,14.0,1.1516462208333331,11.193506496666666,0.9608333333333332,2.778333333333333,5.333333333333333,3.1666666666666665,-4.79762339050194,5,4.302822993603817
Ni3O4,0.1721698884308401,0.9061,0.3843999999999999,-8.087905005334576,2.524395001665028,18.0,1.330843542857143,11.055979142857144,0.9085714285714286,2.7842857142857143,7.714285714285714,2.0,-4.536040758997842,4,3.1622776601683795
Na5VO5,0.6947355377988874,1.2414833333333333,0.8856166666666666,-6.602990004355166,0.430523333617296,14.0,0.9611654318181816,9.1392588,1.1936363636363636,2.1345454545454547,3.636363636363636,2.0,-4.79762339050194,5,2.8030595529069404
Na2O9,0.6560637214066809,1.10215,1.08725,-7.739445005104741,1.22921500081076,9.5,1.2950727454545454,12.076422629090908,0.8418181818181819,2.983636363636364,5.090909090909091,1.818181818181818,-1.06644241649974,0,0.0
Na4VO4,0.7758174571234119,1.2414833333333333,0.8856166666666666,-6.602990004355166,0.430523333617296,14.0,0.9515320222222222,9.086079426666666,1.2011111111111112,2.123333333333333,3.6666666666666665,2.111111111111111,-4.79762339050194,4,2.598076211353316
Ti6O11,0.2546533307163756,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.972084017647059,11.221607352941176,0.9917647058823528,2.7694117647058825,5.294117647058823,4.117647058823529,-6.285005099334133,4,3.9145809050231457
Ti8O13,0.6225063054280175,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.9332728047619048,11.031413095238095,1.0180952380952382,2.716190476190476,5.238095238095238,4.285714285714286,-6.285005099334133,4,3.564531154716028
Ti5O8,0.6561332971755014,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.9281974923076924,11.00654153846154,1.0215384615384615,2.709230769230769,5.230769230769231,4.307692307692308,-6.285005099334133,4,3.526298712346368
Ti4O7,0.3886722987695659,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.957265190909091,11.14898772727273,1.001818181818182,2.749090909090909,5.2727272727272725,4.181818181818182,-6.285005099334133,4,3.76743259887908
V5O9,0.255158845676518,0.98915,0.45535,-8.309500005480736,1.0873750007172056,15.5,1.127732692857143,11.16381642857143,0.9707142857142858,2.7935714285714286,5.642857142857143,3.7857142857142856,-3.7311809740022,5,3.7767910907801374
O13Sb6,0.0813243490080887,0.7342000000000001,0.8306000000000001,-9.191660006062586,0.1355100000893789,29.5,1.3304618968421054,12.036055210526316,0.8905263157894737,3.001052631578947,8.842105263157896,2.3157894736842106,-2.6187420655041933,5,4.333482406499634
O9Te4,-0.0026866475298712,0.70575,0.7863500000000001,-9.7535600064332,4.220000002783406,30.0,1.617957730769231,12.200132846153846,0.8815384615384616,3.027692307692308,9.076923076923077,2.0,-2.711399001379808,6,4.47213595499958
V6O13,0.1032298976385456,0.98915,0.45535,-8.309500005480736,1.0873750007172056,15.5,1.1663337315789477,11.447991421052633,0.9347368421052632,2.8684210526315788,5.684210526315789,3.5789473684210527,-3.7311809740022,5,4.333482406499634
V7O13,0.2372227290516314,0.98915,0.45535,-8.309500005480736,1.0873750007172056,15.5,1.134400145,11.2129012,0.9645,2.8065,5.65,3.75,-3.7311809740022,5,3.990279451001819
Zr4O,7.653025305361649,1.0832000000000002,0.6503000000000001,-8.369330005520197,0.8822650005819203,24.0,0.63885226,8.030911799999998,1.532,1.752,4.4,6.8,-7.330832619496505,0,0.0
PdO2,0.2204363574834074,0.9693000000000004,0.5042,-8.678980005724435,0.3288750002169178,27.0,1.1614506,11.857649666666669,0.9033333333333332,3.026666666666667,7.333333333333333,1.3333333333333333,-3.049890772992512,4,4.242640687119285
VO2,0.1386332458022206,0.98915,0.45535,-8.309500005480736,1.0873750007172056,15.5,1.1499575333333334,11.327432333333334,0.95,2.8366666666666664,5.666666666666667,3.6666666666666665,-3.7311809740022,4,4.242640687119285
O5Se2,1.2764230178339877,0.62985,0.6898500000000001,-10.167065006705938,4.419620002915071,21.0,1.6209622748571428,12.513579857142858,0.8142857142857143,3.185714285714285,8.857142857142858,2.0,-3.039694480132312,6,4.786344211304794
Ti11O18,0.6000615056670408,1.02905,0.48575,-8.32197000548896,0.9989150006588596,15.0,0.9355479448275862,11.042562413793105,1.0165517241379312,2.719310344827586,5.241379310344827,4.275862068965517,-6.285005099334132,4,3.582158344780371
O2P,1.1632837707569093,0.6461,0.69505,-9.713575006406828,0.1299650000857217,11.5,1.222939233333333,12.574265333333331,0.7966666666666667,3.023333333333333,5.666666666666667,2.333333333333333,-3.368398509214222,4,4.242640687119285
Zr2O,5.470582770411608,1.0832000000000002,0.6503000000000001,-8.369330005520197,0.8822650005819203,24.0,0.7758944333333333,8.962102333333334,1.3866666666666665,2.033333333333333,4.666666666666667,6.0,-7.330832619496505,0,0.0
V3O5,0.3344089778299859,0.98915,0.45535,-8.309500005480736,1.0873750007172056,15.5,1.1110640625,11.0411045,0.98625,2.76125,5.625,3.875,-3.7311809740022,5,3.590109871423002
